# Source: https://github.com/AsoSoft/Central-Kurdish-Spelling-dataset/					
Word	Corrected	Dist	Freq	HasSpace	Desc
دۆلارفرۆشەکە	دۆلارفرۆشەکە	0	2	0	
دیدارەکەشدا	دیدارەکەشدا	0	2	0	
دیوارێکدا	دیوارێکدا	0	2	0	
دەدۆزمەوە	دەدۆزمەوە	0	2	0	
دەردەدرێن	دەردەدرێن	0	2	0	
دەڕفاند	دەڕفاند	0	2	0	
دەستخۆشیشی	دەستخۆشیشی	0	2	0	
دەما	دەما	0	2	0	
دەنگەش	دەنگەش	0	2	0	
دەیبیستین	دەیبیستین	0	2	0	
ڕاجێر	ڕاجێر	0	2	0	
ڕادمەنش	ڕادمەنش	0	2	0	
ڕودریگۆ	ڕودریگۆ	0	2	0	
ڕووسییەکان	ڕووسییەکان	0	2	0	
ڕۆتینییە	ڕۆتینییە	0	2	0	
ڕێککەوتندا	ڕێککەوتندا	0	2	0	
ڕەشەکەیە	ڕەشەکەیە	0	2	0	
ڕەمەزانیشەوە	ڕەمەزانیشەوە	0	2	0	
زاوزێم	زاوزێم	0	2	0	
زێڕەکانیان	زێڕەکانیان	0	2	0	
ساڵانیشی	ساڵانیشی	0	2	0	
ستێف	ستێف	0	2	0	
سکاڵایەش	سکاڵایەش	0	2	0	
سمۆمبی	سمۆمبی	0	2	0	
سووکانی	سووکانی	0	2	0	
سووکیان	سووکیان	0	2	0	
سۆربۆن	سۆربۆن	0	2	0	
سیچوان	سیچوان	0	2	0	
سەرباسی	سەرباسی	0	2	0	
سەربڕاوی	سەربڕاوی	0	2	0	
سەرسپی	سەرسپی	0	2	0	
سەریاس	سەریاس	0	2	0	
سەرەکیمانە	سەرەکیمانە	0	2	0	
سەعاتیان	سەعاتیان	0	2	0	
شۆرتێکەوە	شۆرتێکەوە	0	2	0	
شەریکەکانی	شەریکەکانی	0	2	0	
شەڕکردنەوە	شەڕکردنەوە	0	2	0	
شەکرەمەنی	شەکرەمەنی	0	2	0	
شەکەرانی	شەکەرانی	0	2	0	
عیدی	عیدی	0	2	0	ئەحمەد عیدی
عەلیاوا	عەلیاوا	0	2	0	
عەمر	عەمر	0	2	0	
فرۆشانەی	فرۆشانەی	0	2	0	
فێنککردنەوە	فێنککردنەوە	0	2	0	
فیشەکیش	فیشەکیش	0	2	0	
فەرمانبەرەکانیانەوە	فەرمانبەرەکانیانەوە	0	2	0	
قوربانییانە	قوربانییانە	0	2	0	
قووڵیان	قووڵیان	0	2	0	
قەرزدارین	قەرزدارین	0	2	0	
قەرەقوشی	قەرەقوشی	0	2	0	
کاریگەرەکەی	کاریگەرەکەی	0	2	0	
کاندیدانیش	کاندیدانیش	0	2	0	
کردنەوەش	کردنەوەش	0	2	0	
کڕیاراندا	کڕیاراندا	0	2	0	
کلینیکەدا	کلینیکەدا	0	2	0	
کڵۆک	کڵۆک	0	2	0	
کۆمۆنیستەکانی	کۆمۆنیستەکانی	0	2	0	
کۆیلەکردنی	کۆیلەکردنی	0	2	0	
کینۆ	کینۆ	0	2	0	
کیۆ	کیۆ	0	2	0	پرۆفیسۆر چین کیۆ 
کەفارەتی	کەفارەتی	0	2	0	
کەناڵەکانیان	کەناڵەکانیان	0	2	0	
گردەبۆر	گردەبۆر	0	2	0	
گرێبەستێکیش	گرێبەستێکیش	0	2	0	
گۆرانیبێژانی	گۆرانیبێژانی	0	2	0	
گەراجەکاندا	گەراجەکاندا	0	2	0	
لیانی	لیانی	0	2	0	لیانی فرانکۆ خانمە یاریزان
مافمان	مافمان	0	2	0	
ماندووبوونیان	ماندووبوونیان	0	2	0	
مانەوەشیان	مانەوەشیان	0	2	0	
مریشکم	مریشکم	0	2	0	
منەتکردنە	منەتکردنە	0	2	0	
مەدای	مەدای	0	2	0	
مەراسیمەکەوە	مەراسیمەکەوە	0	2	0	
نابەینە	نابەینە	0	2	0	
ناچارکران	ناچارکران	0	2	0	
نازناوانەی	نازناوانەی	0	2	0	
ناشیرینین	ناشیرینین	0	2	0	
ناناسین	ناناسین	0	2	0	
نبچ	نبچ	0	2	0	گروپی کۆمپانیاکانی نبچ ئوردن 
نزیکەکانیشیان	نزیکەکانیشیان	0	2	0	
نمایشکارێک	نمایشکارێک	0	2	0	
نوێتان	نوێتان	0	2	0	
نێدات	نێدات	0	2	0	نێدات ئەمینیا بەرپرسێکە
نەبوونیانەوە	نەبوونیانەوە	0	2	0	
نەدەبینرا	نەدەبینرا	0	2	0	
نەشمان	نەشمان	0	2	0	
نەمرن	نەمرن	0	2	0	
هاڤیار	هاڤیار	0	2	0	
هانایان	هانایان	0	2	0	
هونەرمەندیش	هونەرمەندیش	0	2	0	
هێماشیان	هێماشیان	0	2	0	
هەستیاردان	هەستیاردان	0	2	0	
هەڵبدەن	هەڵبدەن	0	2	0	
هەڵدەستیت	هەڵدەستیت	0	2	0	
هەڵمەتانەدا	هەڵمەتانەدا	0	2	0	
هەڵنەمژیت	هەڵنەمژیت	0	2	0	
وێنەگرانی	وێنەگرانی	0	2	0	
وەستانێکی	وەستانێکی	0	2	0	
وەستانە	وەستانە	0	2	0	
وەهمیی	وەهمیی	0	2	0	
وەهمییەکانی	وەهمییەکانی	0	2	0	
یەدەگەوە	یەدەگەوە	0	2	0	
ئاکدۆغان	ئاکدۆغان	0	2	0	
ئاگادارنەکردنەوەی	ئاگادارنەکردنەوەی	0	2	0	
ئامارەکەش	ئامارەکەش	0	2	0	
ئامالیجا	ئامالیجا	0	2	0	
ئیتیحادییەکاندا	ئیتیحادییەکاندا	0	2	0	
ئەفغانستانیش	ئەفغانستانیش	0	2	0	
ئەلدوری	ئەلدوری	0	2	0	
ئەنجامانەدا	ئەنجامانەدا	0	2	0	
بارگاویکردندا	بارگاویکردندا	0	1	0	
باریکترین	باریکترین	0	1	0	
بارەگاکانیدا	بارەگاکانیدا	0	1	0	
باوەڕمەند	باوەڕمەند	0	1	0	
بپەڕێنم	بپەڕێنم	0	1	0	
بتار	بتار	0	1	0	
بتدەمێ	بتدەمێ	0	1	0	
برایەکیەتی	برایەکیەتی	0	1	0	
بریندارەکەیدا	بریندارەکەیدا	0	1	0	
بقرتێنیت	بقرتێنیت	0	1	0	
بڵاوکردنەوەمان	بڵاوکردنەوەمان	0	1	0	
بمایە	بمایە	0	1	0	
بۆزەکان	بۆزەکان	0	1	0	
بۆکانیش	بۆکانیش	0	1	0	
بێسەرپەرشتیاران	بێسەرپەرشتیاران	0	1	0	
بەختەوەریتانە	بەختەوەریتانە	0	1	0	
بەرگمان	بەرگمان	0	1	0	
بەرلینم	بەرلینم	0	1	0	
بەعە	بەعە	0	1	0	
بەڵێنشکێنی	بەڵێنشکێنی	0	1	0	
بەڵێنەکانیەتی	بەڵێنەکانیەتی	0	1	0	
پێشکەوتنن	پێشکەوتنن	0	1	0	
پیریزۆ	پیریزۆ	0	1	0	
پیشەیەم	پیشەیەم	0	1	0	
پەنگخواردنی	پەنگخواردنی	0	1	0	
ترانزێتەکانیان	ترانزێتەکانیان	0	1	0	
توندوتۆڵترەوە	توندوتۆڵترەوە	0	1	0	
تۆرنادۆ	تۆرنادۆ	0	1	0	
تەزویرکراوانە	تەزویرکراوانە	0	1	0	
تەسکانەی	تەسکانەی	0	1	0	
تەلەڤزیۆنێک	تەلەڤزیۆنێک	0	1	0	
تەڵاقدراو	تەڵاقدراو	0	1	0	
جانتاکەمەوە	جانتاکەمەوە	0	1	0	
جگەرەکانی	جگەرەکانی	0	1	0	
جەزائیرە	جەزائیرە	0	1	0	
جەنابییان	جەنابییان	0	1	0	
چارەسەرەکانمان	چارەسەرەکانمان	0	1	0	
چاوەڕێیەکی	چاوەڕێیەکی	0	1	0	
چراوە	چراوە	0	1	0	
حاڵێک	حاڵێک	0	1	0	
حورمەتێکی	حورمەتێکی	0	1	0	
حەوشە	حەوشە	0	1	0	
خاڵەشی	خاڵەشی	0	1	0	
خائینەکاندا	خائینەکاندا	0	1	0	
خوشکەکەشم	خوشکەکەشم	0	1	0	
خۆبەخشانەیان	خۆبەخشانەیان	0	1	0	
خەنجەرەکەی	خەنجەرەکەی	0	1	0	
دابینکردنەکانیان	دابینکردنەکانیان	0	1	0	
دادەشکێنێت	دادەشکێنێت	0	1	0	
دایکەکانیش	دایکەکانیش	0	1	0	
دایەنەکەی	دایەنەکەی	0	1	0	
ددانەوە	ددانەوە	0	1	0	
دێسرۆچەر	دێسرۆچەر	0	1	0	
دەچەقێنێتە	دەچەقێنێتە	0	1	0	
دەدزینەوە	دەدزینەوە	0	1	0	
دەرەتانە	دەرەتانە	0	1	0	
دەستپێشخەریتان	دەستپێشخەریتان	0	1	0	
دەستەکانتان	دەستەکانتان	0	1	0	
دەشیر	دەشیر	0	1	0	
دەناسنەوە	دەناسنەوە	0	1	0	
دەنگییەکان	دەنگییەکان	0	1	0	
دەیانخۆیت	دەیانخۆیت	0	1	0	
ڕابماڵین	ڕابماڵین	0	1	0	
ڕادیۆکەیان	ڕادیۆکەیان	0	1	0	
ڕاگەیاندنکارانەی	ڕاگەیاندنکارانەی	0	1	0	
ڕاگەیاندنیشییەوە	ڕاگەیاندنیشییەوە	0	1	0	
ڕژاوەتەوە	ڕژاوەتەوە	0	1	0	
ڕکابەرێک	ڕکابەرێک	0	1	0	
ڕووتەکانیان	ڕووتەکانیان	0	1	0	
ڕوونکردنەوانەی	ڕوونکردنەوانەی	0	1	0	
ڕۆمانسیەت	ڕۆمانسیەت	0	1	0	
زومماردا	زومماردا	0	1	0	
زەردەخەنەکەی	زەردەخەنەکەی	0	1	0	
زەردەخەنەیەکن	زەردەخەنەیەکن	0	1	0	
زەرەرمەندیش	زەرەرمەندیش	0	1	0	
زەغبی	زەغبی	0	1	0	
ژمێریارییەکانن	ژمێریارییەکانن	0	1	0	
ژنانێکدا	ژنانێکدا	0	1	0	
سوننییەکانی	سوننییەکانی	0	1	0	
سوودانەش	سوودانەش	0	1	0	
سەربازەکەی	سەربازەکەی	0	1	0	
سەردەمەیدا	سەردەمەیدا	0	1	0	
سەرلێشێواوەکانی	سەرلێشێواوەکانی	0	1	0	
سەنەداتە	سەنەداتە	0	1	0	
شاخەکانەوە	شاخەکانەوە	0	1	0	
شتانەیە	شتانەیە	0	1	0	
شکاندنەوە	شکاندنەوە	0	1	0	
شکستخواردووەکەدا	شکستخواردووەکەدا	0	1	0	
شێلانە	شێلانە	0	1	0	
شیعییەکانەوە	شیعییەکانەوە	0	1	0	
غەریبم	غەریبم	0	1	0	
فابریگاس	فابریگاس	0	1	0	
فرۆشتم	فرۆشتم	0	1	0	
فرۆشتمانەوە	فرۆشتمانەوە	0	1	0	
فۆکسان	فۆکسان	0	1	0	
فیکرەکەیان	فیکرەکەیان	0	1	0	
فەرتاح	فەرتاح	0	1	0	
فەرهادە	فەرهادە	0	1	0	
ڤۆلفسبۆرگیش	ڤۆلفسبۆرگیش	0	1	0	
قارەمانەکاندایە	قارەمانەکاندایە	0	1	0	
قازانجەکانیان	قازانجەکانیان	0	1	0	
قڕکەری	قڕکەری	0	1	0	
قسەڵۆکانەم	قسەڵۆکانەم	0	1	0	
کابینەکەیەوە	کابینەکەیەوە	0	1	0	
کاتژمێرەکانیان	کاتژمێرەکانیان	0	1	0	
کارانی	کارانی	0	1	0	
کارەباکەدا	کارەباکەدا	0	1	0	
کارەکانماندا	کارەکانماندا	0	1	0	
کارەیاندا	کارەیاندا	0	1	0	
کاشینجی	کاشینجی	0	1	0	
کوردستانیشدایە	کوردستانیشدایە	0	1	0	
کوڵڵوک	کوڵڵوک	0	1	0	
کۆتاییەدەماری	کۆتاییەدەماری	0	1	0	
کۆرتیسۆڵ	کۆرتیسۆڵ	0	1	0	
کۆڕەکانم	کۆڕەکانم	0	1	0	
کۆکزە	کۆکزە	0	1	0	
کۆڵانێکیان	کۆڵانێکیان	0	1	0	
کۆنەپەرستان	کۆنەپەرستان	0	1	0	
کێرەی	کێرەی	0	1	0	
کەتیبەکەی	کەتیبەکەی	0	1	0	
کەسایەتیمە	کەسایەتیمە	0	1	0	
کەلواشێی	کەلواشێی	0	1	0	
کەوەرەوە	کەوەرەوە	0	1	0	
گارێسا	گارێسا	0	1	0	
گونداش	گونداش	0	1	0	
گوێزانێکی	گوێزانێکی	0	1	0	
گوینگامپ	گوینگامپ	0	1	0	
گۆڕانکاریکردنە	گۆڕانکاریکردنە	0	1	0	
گەمارۆدراوەکان	گەمارۆدراوەکان	0	1	0	
گەورەترینیشیان	گەورەترینیشیان	0	1	0	
لارت	لارت	0	1	0	
لێپرسراون	لێپرسراون	0	1	0	
لێدانێکدا	لێدانێکدا	0	1	0	
لەدایکبوونەکان	لەدایکبوونەکان	0	1	0	
لەمهود	لەمهود	0	1	0	
ماکیاژکردنیشدا	ماکیاژکردنیشدا	0	1	0	
ماکیاڤیلی	ماکیاڤیلی	0	1	0	
ملوانکەکەی	ملوانکەکەی	0	1	0	
موباشەرەکردنی	موباشەرەکردنی	0	1	0	
میتۆدەکانی	میتۆدەکانی	0	1	0	
میزانی	میزانی	0	1	0	
مینۆپۆز	مینۆپۆز	0	1	0	
مەرامەکە	مەرامەکە	0	1	0	
مەزهەبەکەمان	مەزهەبەکەمان	0	1	0	
ناپاکیلێکراوەکە	ناپاکیلێکراوەکە	0	1	0	
ناودارییەکەمەوە	ناودارییەکەمەوە	0	1	0	
نایناسین	نایناسین	0	1	0	
نزاکان	نزاکان	0	1	0	
نزیکخستنەوەی	نزیکخستنەوەی	0	1	0	
نوێژلەسەرکردنی	نوێژلەسەرکردنی	0	1	0	
نوێژیش	نوێژیش	0	1	0	
نۆرت	نۆرت	0	1	0	
نەریج	نەریج	0	1	0	
نەگریس	نەگریس	0	1	0	
نەوەستانەوە	نەوەستانەوە	0	1	0	
هافیر	هافیر	0	1	0	
هاکەر	هاکەر	0	1	0	
هاودینەکانی	هاودینەکانی	0	1	0	
هاوسەرگیرییەکەیەتی	هاوسەرگیرییەکەیەتی	0	1	0	
هاوکارەی	هاوکارەی	0	1	0	
هۆنتلار	هۆنتلار	0	1	0	
هێنانەوەیەکیش	هێنانەوەیەکیش	0	1	0	
هیلاکم	هیلاکم	0	1	0	
هیندن	هیندن	0	1	0	
هەرزەکاراندا	هەرزەکاراندا	0	1	0	
هەرمیان	هەرمیان	0	1	0	
هەرێمەکانیان	هەرێمەکانیان	0	1	0	
هەستیارانەدا	هەستیارانەدا	0	1	0	
هەستیاربوونی	هەستیاربوونی	0	1	0	
هەڵواسرا	هەڵواسرا	0	1	0	
هەڵوێستەشیان	هەڵوێستەشیان	0	1	0	
هەنارێکەوە	هەنارێکەوە	0	1	0	
ولفسبۆرگ	ولفسبۆرگ	0	1	0	
ویسکنسن	ویسکنسن	0	1	0	
یۆتای	یۆتای	0	1	0	
یەکێتییەکەیانەوە	یەکێتییەکەیانەوە	0	1	0	
ئارینچ	ئارینچ	0	1	0	
ئایلیف	ئایلیف	0	1	0	
ئایینزایەن	ئایینزایەن	0	1	0	
ئۆرتیگا	ئۆرتیگا	0	1	0	
ئێستاتان	ئێستاتان	0	1	0	
ئێوارەکانی	ئێوارەکانی	0	1	0	
ئیداریشدا	ئیداریشدا	0	1	0	
ئیسلامییەکانمان	ئیسلامییەکانمان	0	1	0	
ئەرزینجانە	ئەرزینجانە	0	1	0	
ئەسمەرەکاندا	ئەسمەرەکاندا	0	1	0	
ئەشکەوتە	ئەشکەوتە	0	1	0	
ئەلپاچینۆی	ئەلپاچینۆی	0	1	0	
ئەلداینیی	ئەلداینیی	0	1	0	
ئەلنمری	ئەلنمری	0	1	0	
ئەهلییەکانیشەوە	ئەهلییەکانیشەوە	0	1	0	
