word	corrected_gold	system_suggestions	in_1	in_3	in_above_3
شوقەکانەوەو	شوقەکانەوە و	نەخشەکێشانەوە	0	0	0
شێعرەیدا	شیعرەیدا	شمشێرەیدا	0	0	0
شێوەیەیک	شێوەیەک	شێوەیەکی,شێوەیەک,شێوەردک	0	1	1
عەبدۆڵڵا	عەبدوڵڵا	عەبدوڵڵا,عەبداڵا	1	1	1
فاسۆلیاو	فاسۆلیا و	فاسۆلیا,فاسۆلیاوە,فاسۆلیاوو,فاسۆلیات,فاسۆلیان,فاسۆلیام,فاسۆلیاک,فاسۆلیاگ,فاسۆلیای,فاسۆلیا و,ئەلیاسۆن	0	0	1
فرمێشکی	فرمێسکی	فرمێسکی,مێشکی	1	1	1
فەرانبەرەکانی	فەرمانبەرەکانی	فەرمانبەرەکانی,بەرانبەرەکانی,فەرمانبەردارەکانی,بەفرانبارەکانی,فەرماندەرەکانی,فەرمانبەرانی	1	1	1
فەڕەنساشی	فەرەنساشی	detected_correct	0	0	0
قوربانیەک	قوربانییەک	detected_correct	0	0	0
قوولترین	قووڵترین	قووڵترین,قونسوورین	1	1	1
کارگاکەی	کارگەکەی	detected_correct	0	0	0
کاندیدکانمان	کاندیدەکانمان	کانیدینارانمان,تریکاندنانمان,زریکاندنانمان,حیلکاندنانمان	0	0	0
کچەخوێندکارێک	کچە خوێندکارێک	نەخوێندەوارێک,خوێندەوارێک	0	0	0
کردنینان	کردنیان	کردنیمان,کردنیان,کردنیتان,کرۆنینان,کردنییان,کردنی نان,کرد نینان,نینۆککردنان,نیگاکردنان,هینکردنان,نانکردنان	0	1	1
کردووبەتی	کردوویەتی	کردوویەتی,کوردایەتی	1	1	1
کڕدەکەوێت	کڕ دەکەوێت	کڕ دەکەوێت,کەوێندرێێت	1	1	1
کلوپ	کلۆپ	کلود,کلوو	0	0	0
کوردەوایشدا	کوردەواریشدا	کوردەواریشدا,کوردەواریدا,کوردەمیریشدا,کوردایەتیشدا,وردەگیواویشدا	1	1	1
کۆمپانیکان	کۆمپانیاکان	کۆمپانیتان,کۆمپانیکار,کۆمپانیمان,کۆمپانییان,کۆمپانی کان,کۆمپانین,کۆمپانی,پۆمپینیاکان	0	0	0
کۆمنێتێکیدا	کۆمێنتێکیدا	کۆرنێتێکیدا,کۆمپتۆنێکیدا,تێکۆشینێکیدا,تێکۆشانێکیدا,داکتێکینێکیدا	0	0	0
کۆمەڵایەتیء	کۆمەڵایەتی	کۆمەڵایەتی,کۆمەڵایەتیت,کۆمەڵایەتین,کۆمەڵایەتیم,کۆمەڵایەتیک,کۆمەڵایەتیگ,کۆمەڵایەتیی,نۆکەرایەتی	1	1	1
کەدەربازکردنی	کە دەربازکردنی	بانگەوازکردنی	0	0	0
کەڕامەتی	کەرامەتی	کەڕایەتی,کەڕەتی	0	0	0
گیانفیداییەی	گیانفیدایییەی	گیانەرمۆکەی	0	0	0
لوتەوە	لووتەوە	detected_correct	0	0	0
لێهەستا	لێ هەستا	detected_correct	0	0	0
لێیدەپرسێتەوە	لێی دەپرسێتەوە	detected_correct	0	0	0
لیتریک	لیترێک	گیتریک	0	0	0
لەپشکنینەکە	لە پشکنینەکە	لە پشکنینەکە,هەڵزلەپینەکە	1	1	1
لەتەقەکەرەکان	لە تەقەکەرەکان	تەرزەکولەکەکان	0	0	0
لەخانەوادەیەکی	لە خانەوادەیەکی	نانەواخانەیەکی,لەراندنەوەیەکی,لاواندنەوەیەکی,نەخشاندنەوەیەکی	0	0	0
لەکۆمەڵگادا	لە کۆمەڵگادا	لە کۆمەڵگادا,کۆمەڵگادا,گەلەکۆمەدا,کۆمەڵگەدا	1	1	1
لەکۆمەڵگایەکی	لە کۆمەڵگایەکی	لە کۆمەڵگایەکی,کۆمەڵایەتییەکی	1	1	1
لەگۆڕستانەکان	لە گۆڕستانەکان	لە گۆڕستانەکان,لەخۆگۆڕانەکان,لەگۆکەوتنەکان	1	1	1
لەناچاریان	لە ناچاریان	لە ناچاریان,ناچارییان	1	1	1
لەیاریگاکان	لە یاریگاکان	بولگاریاکان	0	0	0
لەئیفادەکەیدا	لە ئیفادەکەیدا	ئیلخانیزادەکەیدا	0	0	0
لەئەڵمانیادا	لە ئەڵمانیادا	لە ئەڵمانیادا,ئەڵمانیادا	1	1	1
ملیاردلێرەکانی	ملیاردێرەکانی	کلایدێرمانەکانی	0	0	0
مناڵەیە	منداڵەیە	مناڵەڵە,مناڵەکە,مناڵەوە,مناڵە یە,مناڵە	0	0	0
منداڵیکە	منداڵێکە	منداڵیەک,منداڵیلە,منداڵیک,منداڵیکەر,منداڵیلکە,منداڵیۆکە,منداڵیڵە,منداڵیچە,منداڵینە,منداڵۆکە,منداڵەکە,منداڵیک ە,منداڵی کە,منداڵ یکە,منداڵی	0	0	0
مواچەکەیان	مووچەکەیان	واچەکەیان,ماچەکەیان,موانەکەیان,مووچەکەیان,موا چەکەیان,کەمانچەکەیان,خوانچەکەیان,ملوانکەکەیان,میوانگەکەیان	0	0	1
ناتوان	ناتوانن	detected_correct	0	0	0
ناوتانێت	ناتوانێت	ناتوانێت,ناوتانیت,نێتانیاهوت	1	1	1
ناوچەییەکاندا	ناوچەیییەکاندا	ناوچەیەکیاندا,کانوونییەکەمدا	0	0	0
نەشارنەوەو	نەشارنەوە و	نەشارنەوە,نەشارنەوە و,شاردنەوە,لێوەشانەوە,درەوشانەوە	0	1	1
نەگەیەنرێنە	نەگەیێنرێنە	نەگەنێنرێ,نەگەنێنرانە,نەگەشێنرێ,نەگەڕێنرێ	0	0	0
نەهاتەوەو	نەهاتەوە و	هاتنەوە	0	0	0
نەیانتوانیبو	نەیانتوانیبوو	نەیانتوانی بو,گورجیبەیانی	0	0	0
هاوسەرۆکایەنی	هاوسەرۆکایەتی	سەرۆکایەتیی	0	0	0
هاونیشتامانییەکانی	هاونیشتمانییەکانی	نیشتمانپەروەرییەکانی	0	0	0
هۆرمانانەی	هۆرمۆنانەی	دەرمانخانەی	0	0	0
هێزدەبن	هێز دەبن	هێز دەبن,بێئەدەبن	1	1	1
هەتنە	هاتنە	هەنە,هەتە,هەستنە,هەتانە,هەنەت,ڕەتنە,هەژنە,هەتکە,هاتنە,هیتنە,نەزهەت	0	0	1
هەرباس	هەر باس	هەراس,هەر باس	0	1	0
هەلبگێڕنەوە	هەڵبگێڕنەوە	هەڵبگێڕنەوە,هەل بگێڕنەوە,هەڵگێڕانەوەوە	1	1	1
هەمووحاڵەتەکاندا	هەموو حاڵەتەکاندا	چاوهەڵتەکاندندا	0	0	0
ودانیشتووی	و دانیشتووی	دانیشتووی,و دانیشتووی,دانیشتوو,وتوودانی	0	1	1
ووڵاتەی	وڵاتەی	واتەی	0	0	0
وئەندامی	و ئەندامی	ئەندامی,و ئەندامی,ئەندام	0	1	1
یاریزانیێکی	یاریزانێکی	یاریدانێکی	0	0	0
ئاسانتتر	ئاسانتر	ئاسانترت,ئاسانتر,ئاسمانیتر	0	1	1
ئاڵۆزیلە	ئاڵۆزی لە	detected_correct	0	0	0
ئامادەکارێکی	ئامادەکەرێکی	ئامادە کارێکی,ئامادەکردنێکی,ئاردەمشارێکی,ئامارگیرێکی	0	0	0
ئانتۆنۆڤی	ئەنتۆنۆڤی	ئانتۆنیی,ئانتۆنی	0	0	0
پێدانی		detected_correct	0	0	0
ڕاگەیاند		detected_correct	0	0	0
هەڵەبجە		detected_correct	0	0	0
کوردستاندا		detected_correct	0	0	0
کەسانە		کوسانە,کەسکانە,کەتانە,شەسانە,کەشانە,کەساسە,کەرانە,کەڕانە,کەژانە,کەڵانە,کەفانە,غەسانە,هەسانە,خەسانە,حەسانە	0	0	0
ئاماژەیە		ئاماسایە	0	0	0
سبەی		سنەی,بەی,ببەی,تبەی,سبتی,سبسی,سجەی,مبەی,یبەی	0	0	0
جۆرێک		detected_correct	0	0	0
تۆ		تۆپ,تشۆ,تڕۆ,تۆڕ,تخۆ,تۆخ,تجۆ,تچۆ,تۆم,تۆز,تۆی,بۆ,تب,پۆ,شۆ	0	0	0
هەوڵ		detected_correct	0	0	0
چەکداری		چەک داری,ئەمەکداری	0	0	0
ئێستای		ئێستا,ئێستری,ئێستان,وێستای,ئێستا ی,ئێس تای,ئینیێستای	0	0	0
شنگال		detected_correct	0	0	0
ئەمشەو		detected_correct	0	0	0
بی		detected_correct	0	0	0
تورک		detected_correct	0	0	0
گەشتی		detected_correct	0	0	0
تاقیکردنەوە		detected_correct	0	0	0
لەبارەوە		detected_correct	0	0	0
توانی		detected_correct	0	0	0
وێنەکە		detected_correct	0	0	0
ژنی		detected_correct	0	0	0
ناوداری		detected_correct	0	0	0
دێتە		دەتێ,تێدە,دێرە,سێتە,دێت,دێنتە,دەێت,دێپە,شێتە,دێڕە,دێڵە,دێقە,دێچە,دێلە,دێنە	0	0	0
کارەکەی		detected_correct	0	0	0
لیژنەکانی		لینەکانی,لیتنەکانی,لیۆنەکانی,لی ژنەکانی,میلیکانەکانی,پلەکانەکانی	0	0	0
ساڵدا		detected_correct	0	0	0
نەکرد		نەدرک,دەکرن,مەکرد,نەرد,نەکر,نەتکرد,نەمکرد,نەیکرد,نەردک,نەکرن,نەمرد,نەکرم,دەکرد,نەکرا,نەکرێ	0	0	0
زانیارییەک		detected_correct	0	0	0
سەلامەتی		سەلامەیت,سەلامەی,سەلامەت,سەلامەشی,سەلامەچی,سەلامەت ی,سەلامە,مەلایەتی,سەلامی	0	0	0
نێودەوڵەتییەکان		detected_correct	0	0	0
کۆن		detected_correct	0	0	0
دەبەن		detected_correct	0	0	0
سەروەری		detected_correct	0	0	0
هەفتەیەکدا		هەفتەکەیدا,هەفتەیەکتدا,هەفتەیەکمدا,هەفتەیەکیدا,هەفتەیەک دا,هەفتەییدا	0	0	0
سەرۆککۆماری		سەرۆک کۆماری,سەرۆکایەتیی	0	0	0
بەڵێن		detected_correct	0	0	0
کۆچبەرانی		کۆچەرانی,کۆچ بەرانی,بەرانبەرانی,کۆچیرانی	0	0	0
شەپۆلە		detected_correct	0	0	0
هاوپەیمانێتی		هاوپەیمانێکی,هاوپەیمانی,هاوپەیمان	0	0	0
کەوتنە		detected_correct	0	0	0
ئێرانیش		detected_correct	0	0	0
جێگیریی		جێگیریت,جێگیری,جێگیریشی,جێگیرچی,جێگیرین,جێگیریم,جێگیری ی,جێگیر یی,جێگیر,جێریی	0	0	0
کاندیدەکانی		کان دیدەکانی,کانیدینارەکانی,کانیبەردەکانی,تەکاندانەکانی,ڤیکاندەرەکانی	0	0	0
گرفتێک		detected_correct	0	0	0
پشدەر		پشتدەر,پشکدەر,پۆشدەر,پشەدەر,پوشدەر,پشیدەر,پشتەر,پسدەر,پردەر,پڕدەر,پژدەر,فشدەر,پفدەر,پخدەر,پلدەر	0	0	0
عومرە		عومەر,عەمرو,عومەرە,عامرە	0	0	0
زۆرەی		زۆری,زۆرە,زۆرەر,زۆرەڵ,قۆرەی,هۆرەی,زۆرچی,لۆرەی,نۆرەی,مۆرەی,زۆرەک,دۆرەی,زارەی,زیرەی,زۆرە ی	0	0	0
فەلاح		detected_correct	0	0	0
موەلیدەکان		وەلیدەکان,موفیدەکان,دەموکانەکان	0	0	0
عامری		detected_correct	0	0	0
پێشێلکردنی		پێشێل کردنی,پێشنیارکردنی,پێشکەشکردنی,پەلکێشکردنی,پێشنیازکردنی	0	0	0
ئامانجە		detected_correct	0	0	0
گوندە		detected_correct	0	0	0
داراییش		دارایی,داراییشت,دارانییش,داراییشم,داراییشی,داراییت,دارانیش,دارایین,داراییم,داراییک,داراییگ,داراییی,دارایی ش,دارای یش	0	0	0
ڕووداوەوە		detected_correct	0	0	0
چارەسەرە		detected_correct	0	0	0
نمرە		نمەر,نەرم,بمرە,ممرە,مرە,نمە,نامرە,نەمرە,نەمر,مرنە,تمرە,نمچە,نملە,نۆرە,نێرە	0	0	0
ڕێککەوتنەی		ڕێککەوتنی,ڕێککەوتنە,ڕێککەوتنەر,ڕێککەوتنەڵ,ڕێککەوتنچی,ڕێککەوتنەک,ڕێککەوتنە ی,ڕێککەوتن,ڕێکەوتنی,وێککەوتنی,ڕێکەوتن	0	0	0
دانیمارکی		دانمارکی,دانی مارکی,دانمارک,داکرمانی	0	0	0
کەناڵ		کەڵان,کانەڵ,کەماڵ,کەنداڵ,کەنار,کەژاڵ,نەناڵ,مەناڵ,دەناڵ,کە ناڵ,ناڵەناڵ	0	0	0
پاشەکەوتکراوەکان		پاداشتدانەوەکان	0	0	0
دەرەنجامی		سەرەنجامی,دەرڕەنجاندمی	0	0	0
لەڤ		لوڤ,لە,لەپ,لەت,لەر,لەڕ,لەق,لەل,لەز,لەی	0	0	0
بەهاری		detected_correct	0	0	0
ڕاوێژکار		detected_correct	0	0	0
ڕێککەوتننامەی		ڕێککەوتن نامەی,نزدیککەوتنەوەی	0	0	0
ئەنجامدراون		ئەنجام دراون,ئەڕەنجێندراون,ئەنجامدان	0	0	0
مەکتەب		مەبەست	0	0	0
نەریمان		detected_correct	0	0	0
دیاردەیەکی		detected_correct	0	0	0
ئاژانس		ئاژانا,ئاژان,ئاژانست,ئاژانت,ئاژانن,ئاژانم,ئاژانک,ئاژانگ,ئاژانێ,ئاژانە,ئاژانی,ئاناناس	0	0	0
سرووشتی		سوروشتی,سروشتی,سروشت	0	0	0
شەرم		detected_correct	0	0	0
فەرامۆش		detected_correct	0	0	0
گشتگیر		گشتیگر,شتگیر,گۆشتگیر,گەشتگیر,گشتیگیر,پشتگیر,خشتگیر,مشتگیر,کشتگیر,گۆتگیر,گشت گیر,گ شتگیر,کشتگەگیر	0	0	0
نەناردنی		مەناردنی,نەتناردنی,نەمناردنی,نەیناردنی,هەناردنی,دەناردنی,نە ناردنی,ناردنی,ناردنەوەی,هەناردانی	0	0	0
سەختیی		detected_correct	0	0	0
خەیار		detected_correct	0	0	0
جەزا		detected_correct	0	0	0
ڕۆژوو		detected_correct	0	0	0
مایک		detected_correct	0	0	0
بەکاریان		detected_correct	0	0	0
خزمەتکردن		detected_correct	0	0	0
نیەتی		بنیەتی,شنیەتی,ژنیەتی,نمیەتی,نۆیەتی,نێیەتی,ونیەتی,نییەتی,نیشتی,ییەتی,چۆنیەتی,نیوەیەتی	0	0	0
چالاکوانە		detected_correct	0	0	0
کارگەکان		detected_correct	0	0	0
گۆڕین		detected_correct	0	0	0
پارێزگاکەدا		پارێزگاکەتدا,پارێزگاکەشدا,پارێزگاکەمدا,پارێزگاکەیدا,پارێزگاکە دا,پارێزگاردا,پارێزگەدا,پارێزگادا,پارێزگارا	0	0	0
ڕەنج		detected_correct	0	0	0
کچانە		detected_correct	0	0	0
بێبەرامبەر		بێ بەرامبەر,بەرامبەرەر,بەرامبەر,بەرابەرەر	0	0	0
شۆفێرەکەی		شۆ فێرەکەی,شۆندۆرفێرەکەی	0	0	0
تیشک		detected_correct	0	0	0
سەرپێچیکار		detected_correct	0	0	0
کارتەر		detected_correct	0	0	0
هەڵدەوەشێنێتەوە		detected_correct	0	0	0
پەلامارەکانی		detected_correct	0	0	0
دامەزراندووە		detected_correct	0	0	0
شارەکاندا		شارەکانتدا,شارەکانمدا,شارەکانیدا,شارەواندا,شارەکان دا,شارە کاندا,ترەکاندندا,شەکاندندا,شەکاندا,دارەناندا	0	0	0
کۆبوونەوەکەوە		detected_correct	0	0	0
خانووبەرەی		خانوووبەرەی,خانوووبەرە	0	0	0
ڕێچکەی		detected_correct	0	0	0
مۆبایلەکە		میکایلەکە	0	0	0
ئیسلامییە		ئیسلامیی,ئیسلامییلە,ئیسلامییەک,ئیسلامییت,ئیسلامیڵە,ئیسلامیچە,ئیسلامیلە,ئیسلامینە,ئیسلامیین,ئیسلامییم,ئیسلامیی ە,ئیسلامی یە,ئیسلامی,ئیسلامە,ئیسلام	0	0	0
قوبادی		detected_correct	0	0	0
پارێزەرە		پارێزەوە,پارێزگارە,پارێزە	0	0	0
داگیرکاری		داگیرکەری,داگیر کاری,داگیرکەر,گیروداری	0	0	0
پەراوێزخستنی		پەراوێز خستنی,پشتگوێخستنی	0	0	0
لایەنەکەی		detected_correct	0	0	0
ئەنجوومەن		ئەنجومەن,پەنجووڵەن	0	0	0
گیراوەتە		گیراتەوە,گیراوەڵە,گیراوەکە,گیراوەوە,گیراوە	0	0	0
نەچێتە		نەچێت,نەچێڵە,نەچێچە,نەچێلە,نەچێنە,نەچێت ە,نەچێ	0	0	0
بەشدارینەکردنی		بەشدارینە کردنی,بەشداریکردنی,بەشداریکردن	0	0	0
کولتووری		کەلتووری,کولووری,کولووریت,کول تووری,لاکووتووری,کورووری	0	0	0
وەربگیرێن		وەربگیرین,وەربگیرن,وەربگیرێ,وەربگیرسێن,وەربگیرێت,وەربگیرسن,وەربگیزێن,وەربگیر ێن,وەرب گیرێن,وەربوەرێن,وەرگیرسێنرێن,وەرگیرسێنرێ,وەرگیرسێن	0	0	0
جەلالی		detected_correct	0	0	0
سنوورێک		نوورێک,سوورێک,سوورێنک,چنوورێک,سوورێنێک,نووسەرێک	0	0	0
شایستەن		detected_correct	0	0	0
شەهیدانیش		شەهینانیش,شاهیدانیش,هیدایەتانیش,شەدانکانیش	0	0	0
چوومە		detected_correct	0	0	0
دیلۆن		دیۆلن,دیۆن,دیلن,دیلۆکن,دیڤۆن,دیلۆڵ,دینۆن,دیلنن,کیلۆن,دیلۆک,دیلان,دیلێن,دیلین,دی لۆن	0	0	0
دەژیم		دژیم,دەیم,دەمژیم,دەمژی,دەیمژ,تەژیم,دەسیم,دەریم,دەڕیم,دەڵیم,دەقیم,دەفیم,دەنیم,دەمیم,کەژیم	0	0	0
دەمیر		detected_correct	0	0	0
سەرپێچییە		سەرپێچیی,سەرپێچییلە,سەرپێچییەک,سەرپێچییت,سەرپێچیڵە,سەرپێچیچە,سەرپێچیلە,سەرپێچیین,سەرپێچییم,سەرپاچییە,سەرپێچایە,سەرپێچیی ە,سەرپێچی یە,سەرپێچی	0	0	0
نمرەکانی		مرەکانی,نمەکانی,نەمرەکانی,نێرەکانی,مرکانەکانی,نیمەکارەکانی,مەکانەکانی,نیمەکارانی	0	0	0
ئاسنی		detected_correct	0	0	0
فانەکانی		فامەکانی,فسنەکانی,دانەکانی,گانەکانی,فاتنەکانی,فڕانەکانی,فڵانەکانی,بانەکانی,پانەکانی,تانەکانی,شانەکانی,سانەکانی,رانەکانی,ڕانەکانی,فڕنەکانی	0	0	0
دینارتە		دینارە,دینارت,دینارچە,دینارلە,دینارت ە,دینار	0	0	0
بانگەشەکردن		بان گەشەکردن,بانگەوازکردن,گەشەکردنن,گەشەکردن	0	0	0
بوومەلەرزەیەکی		detected_correct	0	0	0
بەلامانەوە		بەڵامانەوە,بەلالمانەوە,عەلامانەوە,بەهامانەوە,حەلامانەوە,بەلالانەوە,بەنامانەوە,مەلامانەوە,کەلامانەوە,زەلامانەوە,بێلامانەوە,بەلەمانەوە,بە لامانەوە,لانەوازمانەوە,جامانەمانەوە	0	0	0
پێستە		detected_correct	0	0	0
پەنابەرێتی		پەنابەرێکی,پەنابەری	0	0	0
گەشتکردنی		گەشەکردنی,گەشت کردنی,پشتکردنی	0	0	0
ناڕازییەکان		detected_correct	0	0	0
سام		detected_correct	0	0	0
سەرسوڕمانە		سەرسو ڕمانە,سووڕمانانە,سووڕمانە,سەرسونجانە,سەرسووڵانە	0	0	0
بەخشرا		بەرخشا,بەخێرا,بەخشێنرا	0	0	0
خۆپیشاندانەکاندا		نەکردەپەشیماندا	0	0	0
زارە		detected_correct	0	0	0
عەبدولوەهاب		detected_correct	0	0	0
میلیشیا		میلیشی,میلیشیڕا,میلیشیان,میلیشیدا,میلیشڕا,میلیشدا,میلی شیا,میشیلا,میشیل	0	0	0
ئۆزجان		detected_correct	0	0	0
بنکانە		بنانە,بنکڕانە,بنۆکانە,بنەکان,بسکانە,برکانە,ڕنکانە,بڕکانە,خنکانە,بنجانە,باکانە,بێکانە,بنکێنە,بن کانە,بنکەڤیکانە	0	0	0
پارەکەشی		پارەکەیش,پارەکەشت,پارەکەی,پارەکەش,پارتەکەشی,پارچەکەشی,پلارەکەشی,پنارەکەشی,پارکەکەشی,پارزەکەشی,بارەکەشی,پاپەکەشی,تارەکەشی,شارەکەشی,سارەکەشی	0	0	0
تێگەیشتوون		detected_correct	0	0	0
ڕادەگەیێنین		ڕادەگەیێین,ڕادەگەشێنین,ڕادەگەڕێنین,ڕادەگەنێنین,ڕادەگەیێن ین,ڕادەگەیێ نین,ڕادەگەیێدرێین,ڕادەگەیێدراین,ڕادەگەیێدرێن,ڕادەگەیێدران	0	0	0
نیهاد		detected_correct	0	0	0
هاوسەرگیریمان		سەیرانگەریمان	0	0	0
هەناردەکراو		هەناردنەوە	0	0	0
وزەدا		detected_correct	0	0	0
بیسەلمێنن		بیچەمێنن	0	0	0
دۆخ		detected_correct	0	0	0
عیرفانی		detected_correct	0	0	0
قارەمانی		detected_correct	0	0	0
ململانێکانی		ململانێیانی,ململانێ کانی,ململانێی,ململانێ	0	0	0
یەکمان		مەکیان,کەیمان,یەکنان,یەکسمان,یەکنمان,یەکەمان,ییەکمان,پەکمان,یەکتان,شەکمان,یەشمان,یەکسان,هەکمان,یەخمان,جەکمان	0	0	0
ترسناکە		detected_correct	0	0	0
دەوڵەتەوە		detected_correct	0	0	0
ڕوفاتی		ڕو فاتی,وەفاتی	0	0	0
ڕەوان		detected_correct	0	0	0
سەرقاڵە		detected_correct	0	0	0
کاغەزی		detected_correct	0	0	0
ماندووبوون		detected_correct	0	0	0
میدیادا		detected_correct	0	0	0
بندیان		بنیان,بڵندیان,بەندیان,بردیان,بنجیان,بنایان,بەدیان,بنەیان,بنییان,بن دیان,بژیاندیان,بندۆکیان,بڵندییان,ژیاندیان	0	0	0
بەڵای		detected_correct	0	0	0
پارێزەرەکانی		پارێزگارەکانی,پارێزرانەکانی,پارێزدرانەکانی,ئاگرپارێزەکانی	0	0	0
پێشیان		detected_correct	0	0	0
پەری		detected_correct	0	0	0
زیانێکیان		detected_correct	0	0	0
نەگرن		detected_correct	0	0	0
هاوشێوەکانیان		detected_correct	0	0	0
بەرنامەیەوە		بەرنەمایەوە,بەرنامەتەوە,بەرنامریەوە,بەرنامەشیەوە,بەرنامەییەوە,بەرنابەیەوە,بەرنامەشەوە,بەرنامژیەوە,بەرناخەیەوە,بەرنامەمەوە,بەرنامەکەوە,بەرناگەیەوە,بەرنادەیەوە,بەرنامێیەوە,بەرنامییەوە	0	0	0
تێوە		detected_correct	0	0	0
دووکەسە		دووکەڵە,دووکەکە,دووکەوە,دووکە سە,دووکە	0	0	0
ڤێرژنی		ڤێرنی,ڤێرانی,ڤێر ژنی,نێرەژنی	0	0	0
کامێراکە		کاماراکە,کارامەکە	0	0	0
گەڕاون		detected_correct	0	0	0
نەخۆشییەکان		detected_correct	0	0	0
ئینگلیزیدا		ئینگلیسیدا,ئینگلیسدا,زیزینگیدا,زیزینگدا	0	0	0
دەستێک		detected_correct	0	0	0
مەکین		detected_correct	0	0	0
ئیمتیازات		ئیمتیازار,ئیمتیازست,ئیمتیازت,ئیمتیازا,ئیمتیازانت,ئیمتیازان,ئیمتیازیت,ئیمتیاز	0	0	0
بەلەم		detected_correct	0	0	0
پاڵەپەستۆیەکی		پاڵەپەستۆیەتی,پاڵەپەستۆی,پاڵەپەستۆ	0	0	0
تۆمەتباریش		خەفەتباری	0	0	0
تیژڕەویی		تیژ ڕەویی,ڕەویی	0	0	0
خۆپیشاندانەکەدا		پلیشاندنەوەدا	0	0	0
دەتپارێزێت		detected_correct	0	0	0
سەتڵ		detected_correct	0	0	0
شوێنەوارێکی		detected_correct	0	0	0
گواستنەوەیە		گواستنەوەی,گواستنەوەیلە,گواستنەوەیەک,گواستنەوەیت,گواستنەوەڵە,گواستنەوەچە,گواستنەوەلە,گواستنەوەین,گواستنەوەیم,گواستنەوەکە,گواستنەوەوە,گواستنەوەی ە,گواستنەوە یە,گواستنەوە,گوواستنەوە	0	0	0
لێپرسراوێتی		لێپرسینەوەی	0	0	0
هاوبەشەکانمان		detected_correct	0	0	0
ئۆرلاندۆ		ئۆلاند	0	0	0
پیاوەکەیان		detected_correct	0	0	0
تەندروستیت		detected_correct	0	0	0
دڵخۆشکردنی		دڵخۆش کردنی,دڵ خۆشکردنی,خۆشکردنی,نۆشکردنی,خۆشکردن	0	0	0
ڕاستەوخۆیە		ڕاستەوخۆ یە,ڕاستەوخۆ	0	0	0
سەنگەردا		detected_correct	0	0	0
نۆتێلا		نۆبێلا,نۆڤێلا,دۆتێلا	0	0	0
هێنراون		detected_correct	0	0	0
وەربگرە		detected_correct	0	0	0
وەرگیرایەوە		detected_correct	0	0	0
بووبوو		detected_correct	0	0	0
پانتۆڵێکی		تۆپانێکی	0	0	0
دارێک		detected_correct	0	0	0
ڕێکەوتنمان		detected_correct	0	0	0
سایتەکانی		ساتەکانی,سابتەکانی,ڕایتەکانی,ساختەکانی,چایتەکانی,لایتەکانی,سانتەکانی,سمیتەکانی,ساختەکارانی,ساختەکارەکانی,تەکانەکانی,سایارانەکانی	0	0	0
سنوورەی		سوورەی,سنوورچەی,سوورەونەی	0	0	0
سەرکردایەتییەکی		detected_correct	0	0	0
کراوەدا		کاوەدا,کراودا,کراوتدا,کراومدا,کراوێدا,کراویدا,کراوە دا,داوەرا	0	0	0
نەختینەیی		نەختینەیت,نەختینەی,نەختینەشی,نەختینەچی,نەختینەین,نەختینەیم,نەختینەی ی,نەختینە یی,نەختی نەیی,نەختینە,مەینەتیی	0	0	0
نەوجول		نەوال	0	0	0
هەوڵم		detected_correct	0	0	0
بابیلۆن		باریلۆچین	0	0	0
بفرۆشرێن		detected_correct	0	0	0
بێینە		بینە,بێنە,بێین,بێتینە,بێرینە,بێڤینە,بێڵینە,بێخینە,بێلینە,بێنینە,بێکینە,بێزینە,ببینە,برینە,بێرنە	0	0	0
دزیکردندا		دزی کردندا,شانازیکردندا,زیادکردندا,یاریکردندا,دانکردندا	0	0	0
ڕەزامەندییەکە		detected_correct	0	0	0
قەڵەمە		detected_correct	0	0	0
ناشەرعییە		ناشارەزایی	0	0	0
ناوبردنی		detected_correct	0	0	0
ناوک		detected_correct	0	0	0
یەکپۆشی		یەک پۆشی,کۆنەپۆشی	0	0	0
بۆکۆ		کۆبۆ,بۆیکۆ,بۆشۆ,بۆسۆ,بۆنۆ,کۆکۆ,بۆ کۆ,بۆکۆڤا	0	0	0
جیلی		جیکی,چیلی,جلی,جیی,جیلکی,بیلی,پیلی,جیتی,جیشی,جیڕی,ژیلی,فیلی,جیفی,جیجی,جیچی	0	0	0
داڕشتبوو		detected_correct	0	0	0
دایکوباوکی		detected_correct	0	0	0
داینی		detected_correct	0	0	0
درێژخایەنەوە		درێژەدانەوە	0	0	0
دەتوێتەوە		دەتسوێتەوە,دەتوێستەوە,دەتڕوێتەوە,دەتدوێتەوە,دەتبێتەوە,دەتشێتەوە,دەسوێتەوە,دەتسێتەوە,دەتوێسەوە,دەڕوێتەوە,دەتڕێتەوە,دەتچێتەوە,دەتکێتەوە,دەدوێتەوە,دەتێێتەوە	0	0	0
زینداندایە		زینداندا یە,زیندان دایە,زیقاندایە,زیکاندایە,زیندانەوانە,زیندانەوان	0	0	0
شایستەیەکی		detected_correct	0	0	0
عیساوی		عیسای,بیساوی,عیساشی,فیساوی,عیساچی,عیساوە,عیساوو,عیسا وی,عیسا	0	0	0
فێستیڤاڵێکی		کریستاڵێکی	0	0	0
لەگەڵمدا		لەگەنمدا,لە گەڵمدا,دارەگەڵمدا	0	0	0
مەڵکەندی		مەکەندی,مەڵبەندی,مەتکەندی,هەڵکەندی,مەمکەندی,مەیکەندی,کەمەندی	0	0	0
هێزێکیش		detected_correct	0	0	0
ئامادەکردنیان		detected_correct	0	0	0
ئەندازیارێک		detected_correct	0	0	0
